,Classificação,Denominação,Título,Autor,Local de produção,Data de produção,Material/Técnica,Dimensões,Estado de conservação,Resumo descritivo,Mídias relacionadas,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
19,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,“Niterói” [estudo de proa de embarcação],Victor Meirelles de Lima,Paraguai,,Grafite sobre papel,"Obra: 21,0 x 26,8 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
20,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo de embarcação,Victor Meirelles de Lima,Paraguai,,Grafite sobre papel,"Obra: 22,9 x 28,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
21,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Galeria de Tipos Brasileiros: O Príncipe”,Glauco Otávio Castilhos Rodrigues,Brasil,1987,Litografia a cores,"Obra: 61,0 x 40,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
22,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Galeria de Tipos Populares: Sebastião”,Glauco Otávio Castilhos Rodrigues,Brasil,1987,Litografia a cores,"Obra: 61,0 x 40,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
23,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Galeria de Tipos Populares: O Malandro”,Glauco Otávio Castilhos Rodrigues,Brasil,1987,Litografia a cores,"Obra: 61,0 x 40,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
24,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Galeria de Tipos Populares: A Deusa Fortuna”,Glauco Otávio Castilhos Rodrigues,Brasil,1987,Litografia a cores,"Obra: 61,0 x 40,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
25,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Como era gostoso o meu francês”,Glauco Otávio Castilhos Rodrigues,Brasil,1993,Serigrafia,"Obra: 70,4 x 50,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
26,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Conferência Continental Americana por La Paz”,Glauco Otávio Castilhos Rodrigues,Brasil,1982,Linoleogravura,"Obra: 33,0 x 23,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
27,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“terra”,Glauco Otávio Castilhos Rodrigues,Brasil,1981,Litografia a cores,"Obra: 20,0 x 25,3 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
28,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“escapou do laço”,Glauco Otávio Castilhos Rodrigues,,1976,Serigrafia,"Obra: 48,0 x 66,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
29,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“preparando para laçar”,Glauco Otávio Castilhos Rodrigues,,1976,Serigrafia,"Obra: 48,0 x 66,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
30,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“mate amargo”,Glauco Otávio Castilhos Rodrigues,,1976,Serigrafia,"Obra: 48,0 x 66,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
31,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“amadrinhando”,Glauco Otávio Castilhos Rodrigues,,1976,Serigrafia,"Obra: 48,0 x 66,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
32,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Monumento Começado na Administração Anterior”,Glauco Otávio Castilhos Rodrigues,Brasil,1980,Litografia,"Obra: 56,9 x 75,8 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
33,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“DOURADO (Salminus Maxillosus) no Rio Paraná”,Glauco Otávio Castilhos Rodrigues,Brasil,1980,Serigrafia,"Obra: 50,0 x 70,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
34,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Bananas II°”,Glauco Otávio Castilhos Rodrigues,Brasil,1987,Litografia a cores,"Obra: 60,5 x 80,3 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
35,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“NUNCA FOMOS CATHECHISADOS FIZEMOS CRISTO NASCER NA BAHIA OU EM BELÉM DO PARÁ”,Glauco Otávio Castilhos Rodrigues,Brasil,1979,Litografia a cores,"Obra: 76,0 x 56,8 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
36,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Alegoria Tropical”,Glauco Otávio Castilhos Rodrigues,Brasil,1981,Litografia a cores,"Obra: 76,2 x 56,7 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
37,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Aprender Fazendo”,Glauco Otávio Castilhos Rodrigues,Brasil,1988,Serigrafia,"Obra: 60,4 x 80,6 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
38,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“onde há fumaça”,Glauco Otávio Castilhos Rodrigues,Brasil,1980,Litografia a cores,"Obra: 50,0 x 64,2 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
39,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Apoteose Tropical I”,Glauco Otávio Castilhos Rodrigues,Brasil,circa 1970,Serigrafia,"Obra: 50,3 x 70,2 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
40,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Terra Brasilis”,Glauco Otávio Castilhos Rodrigues,Brasil,circa 1970,Serigrafia,"Obra: 70,5 x 50,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
41,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,Sem título [Mergulho na cidade do Rio de Janeiro],Glauco Otávio Castilhos Rodrigues,Brasil,1987,Serigrafia,"Obra: 16,0 x 43,9 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
42,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Galeria de Tipos Brasileiros: Mamãe Abaporu”,Glauco Otávio Castilhos Rodrigues,Brasil,1987,Litografia a cores,"Obra: 61,0 x 40,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
43,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Oxosse”,Glauco Otávio Castilhos Rodrigues,Brasil,1981,Litografia a cores,"Obra: 38,1 x 36,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
44,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,“Paisagem”,Glauco Otávio Castilhos Rodrigues,Brasil,1981,Litografia,"Obra: 25,2 x 34,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
