,Número de registro,Denominação,Título,Autor,Classificação,Dimensões - altura,Resumo descritivo,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
46,MCHA.0377,Travessa,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"3,2",,"21,0","30,4",,Porcelana,"Rio de Janeiro, Brasil",[195-],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
47,MCHA.0390a,Fruteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"48,0",,"26,5",,,Vidro pintado,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
48,MCHA.0392,Fruteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"6,0",,"22,4",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
49,MCHA.0393,Fruteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"6,2",,"22,4",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
50,MCHA.0395,Fruteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"16,7",,"22,8",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
51,MCHA.0396,Fruteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"16,4",,"23,4",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
52,MCHA.0397,Fruteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,5",,"19,1",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
53,MCHA.0398a,Compoteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"22,0",,"16,5",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
54,MCHA.0399a,Compoteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"16,0",,"12,0","16,7",,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
55,MCHA.0400a,Compoteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"16,7",,"12,6","12,6",,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
56,MCHA.0401,Compoteira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"13,1",,"13,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
57,MCHA.0404a,Licoreiro,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"22,9",,"6,5",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
58,MCHA.0406,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,2",,"4,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
59,MCHA.0407,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,0",,"4,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
60,MCHA.0408,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,0",,"4,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
61,MCHA.0409a,Licoreiro,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"29,8",,"13,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
62,MCHA.0410,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"7,9",,"5,3",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
63,MCHA.0411,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,3",,"5,5",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
64,MCHA.0412,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,3",,"5,5",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
65,MCHA.0413,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,5",,"5,5",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
66,MCHA.0414,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,2",,"5,5",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
67,MCHA.0415,Garrafa de servir bebidas,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"19,0",,"10,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
68,MCHA.0416a,Garrafa de servir bebidas,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"27,6",,"10,3",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
69,MCHA.0417a,Garrafa de servir bebidas,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"21,5",,"6,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
70,MCHA.0418,Garrafa de servir bebidas,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"31,3",,"9,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
71,MCHA.0423,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"7,7",,"4,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
72,MCHA.0424,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"7,5",,"4,3",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
73,MCHA.0425,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"9,1",,"4,1",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
74,MCHA.0426,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"9,1",,"4,2",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
75,MCHA.0427,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,6",,"4,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
76,MCHA.0428,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"7,6",,"3,5",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
77,MCHA.0430,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"6,9",,"3,6",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
78,MCHA.0431,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"7,1",,"3,5",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
79,MCHA.0432,Cálice,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"7,0",,"3,5",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
80,MCHA.0439,Taça de champanhe,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,1",,"9,3",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
81,MCHA.0440,Taça de champanhe,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,2",,"9,2",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
82,MCHA.0441,Taça de champanhe,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,0",,"9,2",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
83,MCHA.0442,Taça de champanhe,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,9",,"9,2",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
84,MCHA.0443,Taça de champanhe,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,1",,"9,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
85,MCHA.0444,Taça de champanhe,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,1",,"9,1",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
86,MCHA.0445,Taça de champanhe,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,1",,"9,0",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
87,MCHA.0446,Taça de champanhe,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,0",,"9,2",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
88,MCHA.0451,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,3",,"5,4",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
89,MCHA.0452,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"8,2",,"5,4",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
90,MCHA.0453,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"12,5",,"6,4",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
91,MCHA.0454,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"12,5",,"6,4",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
92,MCHA.0455,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"12,5",,"6,4",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
93,MCHA.0456,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"9,8",,"6,2",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
94,MCHA.0457,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"10,3",,"6,9",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
95,MCHA.0458,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"13,2",,"6,9",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
0,MCHA.0460,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"9,6",,"6,2",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
1,MCHA.0461,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"9,6",,"6,2",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
2,MCHA.0463,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"10,8",,"6,8",,,Vidro,Brasil,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
3,MCHA.0465,Copo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"9,2",,"6,7",,,Vidro,Brasil,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
4,MCHA.0466,Manteigueira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"3,6",,"17,5",,,Vidro,Brasil,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
5,MCHA.0470,Paliteiro,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"9,6",,"3,2","7,5",,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
6,MCHA.0474,Bule (para dosagem de líquidos),,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"20,7",,"17,5",,,Porcelana,"Paris, França",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
7,MCHA.0475,Bule de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"20,0",,"21,3",,,Metal,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
8,MCHA.0491,Panela,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"21,7",,"32,3","24,6",,Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
9,MCHA.0492,Panela,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,8",,"12,6","16,7",,Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
10,MCHA.0493a,Marmita,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"31,0",,"17,7",,,Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
11,MCHA.0499,Pote,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"32,0",,"36,0","20,3",,Argila,Indeterminado,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
12,MCHA.0500,Quartinha,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"16,0",,"9,0","6,0",,Terracota,Brasil,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
