,Número de registro,Denominação,Título,Autor,Classificação,Dimensões - altura,Resumo descritivo,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
70,MCHA.0244,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,0",,"22,3",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
71,MCHA.0245,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,0",,"22,6",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
72,MCHA.0246,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,1",,"22,5",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
73,MCHA.0247,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,1",,"23,0",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
74,MCHA.0248,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,5",,"23,0",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
75,MCHA.0249,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,5",,"22,7",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
76,MCHA.0250,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,5",,"22,5",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
77,MCHA.0251,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,4",,"22,9",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
78,MCHA.0252,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,7",,"22,6",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
79,MCHA.0253,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,6",,"23,0",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
80,MCHA.0254,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,3",,"22,9",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
81,MCHA.0255,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,7",,"22,7",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
82,MCHA.0256,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,4",,"22,8",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
83,MCHA.0257,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,5",,"22,7",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
84,MCHA.0261,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,9",,"23,2",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
85,MCHA.0268,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,2",,"22,0",,,Porcelana,Brasil,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
86,MCHA.0269,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,5",,"22,0",,,Porcelana,Brasil,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
87,MCHA.0270,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,2",,"22,0",,,Porcelana,Brasil,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
88,MCHA.0271,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,0",,"22,0",,,Porcelana,Brasil,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
89,MCHA.0272,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,6",,"22,6",,,Porcelana,"Recife, Pernambuco, Brasil",[entre 1947 e 1968],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
90,MCHA.0273,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,6",,"22,0",,,Porcelana,"Recife, Pernambuco, Brasil",[entre 1947 e 1968],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
91,MCHA.0274,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,8",,"22,3",,,Porcelana,"Recife, Pernambuco, Brasil",[entre 1947 e 1968],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
92,MCHA.0275,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,5",,"22,7",,,Porcelana,"Recife, Pernambuco, Brasil",[entre 1947 e 1968],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
93,MCHA.0276,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,3",,"22,4",,,Porcelana,"Recife, Pernambuco, Brasil",[entre 1947 e 1968],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
94,MCHA.0277,Prato raso,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,7",,"22,3",,,Porcelana,"Recife, Pernambuco, Brasil",[entre 1947 e 1968],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
95,MCHA.0278,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,2",,"22,7",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
0,MCHA.0279,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,0",,"22,5",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
1,MCHA.0280,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,2",,"22,1",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
2,MCHA.0281,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,4",,"22,5",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
3,MCHA.0282,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,5",,"22,5",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
4,MCHA.0283,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,4",,"22,5",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
5,MCHA.0284,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,4",,"22,3",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
6,MCHA.0285,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,5",,"22,4",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
7,MCHA.0286,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,3",,"22,5",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
8,MCHA.0287,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,5",,"22,7",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
9,MCHA.0288,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,3",,"22,3",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
10,MCHA.0289,Prato fundo,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,2",,"22,6",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
11,MCHA.0290,Prato de sobremesa,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,7",,"17,6",,,Porcelana,Inglaterra,[1912?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
12,MCHA.0291,Prato de sobremesa,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,6",,"17,6",,,Porcelana,Inglaterra,[1912?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
13,MCHA.0292,Prato de sobremesa,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,7",,"17,8",,,Porcelana,Inglaterra,[1912?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
14,MCHA.0293,Prato de sobremesa,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,5",,"17,8",,,Porcelana,Inglaterra,[1912?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
15,MCHA.0319,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"5,8","7,5",,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
16,MCHA.0320,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"5,8","7,4",,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
17,MCHA.0321,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"5,8","7,4",,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
18,MCHA.0322,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"5,8","7,4",,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
19,MCHA.0323,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,5",,"5,8","7,5",,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
20,MCHA.0324,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,5",,"10,9",,,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
21,MCHA.0325,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,5",,"10,7",,,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
22,MCHA.0326,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,4",,"10,9",,,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
23,MCHA.0327,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,5",,"11,0",,,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
24,MCHA.0328,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,5",,"11,0",,,Porcelana,[Brasil?],[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
25,MCHA.0329,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,7",,"5,3","6,7",,Porcelana,Alemanha,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
26,MCHA.0330,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,7",,"5,4","6,9",,Porcelana,Alemanha,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
27,MCHA.0347,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"7,3",,"8,0","10,7",,Porcelana,Japão,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
28,MCHA.0348,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,3",,"13,9",,,Porcelana,Japão,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
29,MCHA.0349,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,5",,"4,6","6,1",,Porcelana,Japão,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
30,MCHA.0350,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,5",,"9,8",,,Porcelana,Japão,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
31,MCHA.0351,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,6",,"4,4","7,0",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
32,MCHA.0352,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,5",,"10,5",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
33,MCHA.0353,Xícara de café,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"4,2",,"4,0","6,8",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
34,MCHA.0354,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,4",,"9,4",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
35,MCHA.0355,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"6,0",,"10,5","11,6",,Porcelana,"São Paulo, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
36,MCHA.0356,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,7",,"15,3",,,Porcelana,"São Paulo, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
37,MCHA.0360,Pires,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"1,2",,"13,6",,,Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
38,MCHA.0361,Réchaud,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"12,4",,"11,4",,,Porcelana,França,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
39,MCHA.0362,Tigela,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"9,2",,"20,0",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
40,MCHA.0363,Tigela,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,6",,"24,5",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
41,MCHA.0365,Tigela,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"7,4",,"15,5",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
42,MCHA.0366,Tigela,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"7,6",,"16,2",,,Porcelana,Japão,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
43,MCHA.0367,Tigela,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"10,0",,"22,3",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
44,MCHA.0374,Travessa,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"2,2",,"13,0","21,3",,Porcelana,Inglaterra,[1910?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
45,MCHA.0376,Travessa,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"3,9",,"28,5","41,1",,Porcelana,França,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
